"host","region","service","ctlPerf","workload","count","ms","node","ts"
"192.168.0.230","EUR","APP","1","6369","201","77","4","1686239277422"
"192.168.0.190","ASI","APP","1","9710","326","109","1","1686239277426"
"192.168.0.200","EUR","APP","1","7130","237","79","6","1686239277430"
"192.168.0.240","EUR","index.html","1","6536","222","97","7","1686239277434"
"192.168.0.180","ASI","APP","2","10038","337","62","3","1686239277438"
"192.168.0.210","USA","APP","2","6707","219","57","3","1686239277442"
"192.168.0.240","EUR","FILE","1","6585","223","86","5","1686239277444"
"192.168.0.190","USA","APP","0","9736","327","146","4","1686239277448"
"192.168.0.200","EUR","APP","0","7154","238","197","5","1686239277452"
"192.168.0.230","EUR","APP","1","6399","202","84","7","1686239277456"
"192.168.0.190","USA","APP","2","9765","328","78","4","1686239277459"
"192.168.0.200","EUR","FILE","0","7188","239","199","6","1686239277461"
"192.168.0.250","USA","FILE","0","7195","239","157","3","1686239277466"
"192.168.0.180","ASI","index.html","0","10056","338","126","1","1686239277469"
"192.168.0.210","USA","index.html","0","6722","220","188","3","1686239277473"
"192.168.0.230","USA","index.html","1","6420","203","80","3","1686239277476"
"192.168.0.190","USA","FILE","1","9813","329","76","4","1686239277479"
"192.168.0.210","ASI","FILE","0","6759","221","133","2","1686239277484"
"192.168.0.250","USA","FILE","0","7227","240","168","4","1686239277487"
"192.168.0.180","USA","FILE","2","10091","339","65","4","1686239277490"
"192.168.0.210","ASI","APP","2","6794","222","51","1","1686239277493"
"192.168.0.240","EUR","FILE","0","6629","224","172","7","1686239277498"
"192.168.0.180","ASI","index.html","1","10111","340","89","1","1686239277501"
"192.168.0.200","EUR","APP","0","7215","240","148","7","1686239277504"
"192.168.0.230","ASI","index.html","2","6444","204","59","1","1686239277508"
"192.168.0.190","EUR","index.html","2","9840","330","46","6","1686239277511"
"192.168.0.200","ASI","APP","2","7245","241","73","3","1686239277515"
"192.168.0.250","USA","FILE","0","7273","241","147","3","1686239277518"
"192.168.0.180","USA","index.html","2","10132","341","75","3","1686239277522"
"192.168.0.220","ASI","FILE","1","6053","207","90","2","1686239277525"
"192.168.0.240","ASI","index.html","0","6646","225","144","1","1686239277530"
"192.168.0.190","ASI","index.html","1","9861","331","82","3","1686239277534"
"192.168.0.210","ASI","index.html","0","6809","223","189","2","1686239277537"
"192.168.0.230","USA","FILE","0","6485","205","119","3","1686239277540"
"192.168.0.180","EUR","index.html","2","10154","342","66","5","1686239277545"
"192.168.0.210","EUR","APP","2","6845","224","51","5","1686239277548"
"192.168.0.230","ASI","index.html","2","6506","206","71","3","1686239277553"
"192.168.0.180","EUR","index.html","0","10171","343","148","4","1686239277556"
"192.168.0.200","EUR","FILE","1","7288","242","104","6","1686239277559"
"192.168.0.240","USA","APP","0","6673","226","181","4","1686239277563"
"192.168.0.190","EUR","index.html","0","9876","332","182","6","1686239277567"
"192.168.0.220","EUR","FILE","1","6100","208","87","6","1686239277570"
"192.168.0.240","USA","index.html","1","6691","227","115","4","1686239277573"
"192.168.0.180","USA","FILE","0","10214","344","130","3","1686239277577"
"192.168.0.220","ASI","APP","0","6123","209","148","2","1686239277580"
"192.168.0.240","EUR","APP","2","6728","228","53","7","1686239277583"
"192.168.0.180","ASI","APP","0","10240","345","118","3","1686239277586"
"192.168.0.220","ASI","index.html","2","6143","210","79","3","1686239277589"
"192.168.0.230","USA","APP","1","6532","207","95","4","1686239277594"
"192.168.0.180","ASI","FILE","2","10295","346","43","2","1686239277596"
"192.168.0.200","EUR","FILE","2","7329","243","59","5","1686239277600"
"192.168.0.250","ASI","APP","0","7295","242","172","2","1686239277603"
"192.168.0.190","USA","index.html","1","9895","333","105","4","1686239277608"
"192.168.0.210","USA","FILE","2","6882","225","58","4","1686239277612"
"192.168.0.240","USA","FILE","0","6769","229","143","3","1686239277615"
"192.168.0.190","EUR","FILE","1","9937","334","97","5","1686239277618"
"192.168.0.210","ASI","FILE","2","6926","226","63","3","1686239277622"
"192.168.0.240","EUR","index.html","2","6790","230","73","6","1686239277625"
"192.168.0.190","EUR","FILE","0","9981","335","191","4","1686239277628"
"192.168.0.210","EUR","FILE","0","6968","227","169","7","1686239277631"
"192.168.0.250","EUR","APP","2","7330","243","58","6","1686239277633"
"192.168.0.180","USA","index.html","1","10314","347","102","3","1686239277640"
"192.168.0.210","ASI","index.html","0","6984","228","170","3","1686239277644"
"192.168.0.240","ASI","APP","0","6819","231","163","2","1686239277647"
"192.168.0.190","USA","FILE","2","10029","336","70","3","1686239277650"
"192.168.0.200","ASI","index.html","0","7347","244","125","1","1686239277655"
"192.168.0.250","EUR","FILE","0","7372","244","184","7","1686239277658"
"192.168.0.180","ASI","index.html","2","10336","348","67","1","1686239277661"
"192.168.0.220","EUR","FILE","2","6191","211","62","7","1686239277664"
"192.168.0.230","USA","APP","1","6562","208","110","4","1686239277669"
"192.168.0.180","EUR","index.html","1","10354","349","110","6","1686239277672"
"192.168.0.200","USA","index.html","0","7364","245","151","3","1686239277675"
"192.168.0.230","ASI","FILE","1","6601","209","95","2","1686239277678"
"192.168.0.180","EUR","index.html","2","10376","350","68","5","1686239277680"
"192.168.0.210","USA","APP","1","7017","229","77","3","1686239277686"
"192.168.0.250","USA","index.html","2","7402","245","40","4","1686239277689"
"192.168.0.190","EUR","APP","0","10058","337","194","5","1686239277693"
"192.168.0.220","EUR","APP","0","6212","212","192","6","1686239277696"
"192.168.0.240","USA","index.html","0","6836","232","143","4","1686239277703"
"192.168.0.190","USA","index.html","0","10073","338","189","3","1686239277706"
"192.168.0.210","EUR","index.html","0","7032","230","199","4","1686239277710"
"192.168.0.250","EUR","index.html","2","7424","246","68","5","1686239277714"
"192.168.0.180","USA","APP","1","10402","351","81","3","1686239277718"
"192.168.0.210","EUR","APP","2","7068","231","65","5","1686239277723"
"192.168.0.230","USA","APP","1","6631","210","119","3","1686239277727"
"192.168.0.190","EUR","FILE","2","10108","339","67","7","1686239277732"
"192.168.0.210","ASI","APP","0","7095","232","107","1","1686239277735"
"192.168.0.250","EUR","index.html","2","7446","247","69","6","1686239277738"
"192.168.0.180","ASI","FILE","1","10435","352","89","2","1686239277741"
"192.168.0.200","ASI","APP","1","7395","246","84","1","1686239277744"
"192.168.0.250","EUR","index.html","0","7461","248","183","4","1686239277749"
"192.168.0.180","ASI","FILE","0","10470","353","124","2","1686239277752"
"192.168.0.200","USA","FILE","0","7433","247","153","3","1686239277755"
"192.168.0.240","ASI","APP","0","6860","233","158","2","1686239277758"
"192.168.0.180","USA","APP","1","10499","354","107","3","1686239277762"
"192.168.0.200","USA","APP","0","7456","248","152","4","1686239277765"
"192.168.0.250","ASI","APP","1","7491","249","111","1","1686239277768"
"192.168.0.180","EUR","FILE","2","10551","355","47","4","1686239277771"
"192.168.0.210","EUR","FILE","0","7139","233","187","6","1686239277775"
"192.168.0.250","EUR","FILE","1","7533","250","104","7","1686239277779"
"192.168.0.190","EUR","APP","1","10135","340","105","6","1686239277783"
"192.168.0.200","EUR","FILE","2","7503","249","72","4","1686239277786"
"192.168.0.250","USA","FILE","0","7571","251","123","3","1686239277789"
"192.168.0.190","ASI","APP","1","10163","341","119","1","1686239277795"
"192.168.0.210","USA","FILE","0","7185","234","122","3","1686239277798"
"192.168.0.240","EUR","APP","1","6892","234","114","4","1686239277801"
"192.168.0.180","ASI","index.html","1","10570","356","105","2","1686239277804"
"192.168.0.210","EUR","APP","2","7217","235","50","5","1686239277807"
"192.168.0.240","EUR","APP","0","6921","235","155","7","1686239277811"
"192.168.0.180","USA","FILE","2","10604","357","58","3","1686239277814"
"192.168.0.210","ASI","FILE","1","7256","236","119","2","1686239277817"
"192.168.0.250","ASI","APP","0","7593","252","149","3","1686239277820"
"192.168.0.180","USA","index.html","1","10623","358","96","4","1686239277823"
"192.168.0.200","EUR","APP","2","7535","250","59","4","1686239277828"
"192.168.0.250","USA","APP","2","7623","253","59","3","1686239277832"
"192.168.0.180","EUR","FILE","1","10652","359","114","4","1686239277835"
"192.168.0.220","USA","index.html","2","6239","213","47","3","1686239277839"
"192.168.0.250","USA","index.html","1","7645","254","76","3","1686239277843"
"192.168.0.180","USA","APP","2","10694","360","44","3","1686239277846"
"192.168.0.220","EUR","APP","0","6268","214","188","6","1686239277850"
"192.168.0.240","ASI","FILE","1","6954","236","76","2","1686239277852"
"192.168.0.180","EUR","APP","0","10718","361","155","6","1686239277856"
"192.168.0.200","ASI","FILE","0","7579","251","186","2","1686239277860"
"192.168.0.250","ASI","index.html","1","7665","255","93","3","1686239277866"
"192.168.0.180","USA","index.html","0","10737","362","113","3","1686239277869"
"192.168.0.200","USA","FILE","2","7617","252","73","3","1686239277877"
"192.168.0.230","EUR","APP","0","6658","211","101","7","1686239277881"
"192.168.0.180","EUR","index.html","2","10762","363","52","4","1686239277884"
"192.168.0.220","USA","FILE","2","6301","215","67","4","1686239277888"
"192.168.0.250","ASI","FILE","0","7698","256","178","3","1686239277891"
"192.168.0.190","ASI","FILE","0","10195","342","163","2","1686239277895"
"192.168.0.200","EUR","FILE","2","7654","253","48","4","1686239277898"
"192.168.0.240","USA","FILE","0","6982","237","135","4","1686239277901"
"192.168.0.180","USA","index.html","0","10777","364","183","4","1686239277907"
"192.168.0.200","USA","FILE","1","7700","254","106","4","1686239277912"
"192.168.0.240","ASI","index.html","2","7004","238","67","3","1686239277915"
"192.168.0.190","USA","APP","1","10221","343","112","3","1686239277918"
"192.168.0.200","EUR","FILE","2","7753","255","52","4","1686239277922"
"192.168.0.230","USA","index.html","1","6679","212","81","3","1686239277930"
"192.168.0.180","USA","FILE","2","10831","365","42","3","1686239277932"
"192.168.0.220","EUR","APP","1","6328","216","106","7","1686239277942"
"192.168.0.250","USA","index.html","1","7717","257","100","4","1686239277945"
"192.168.0.180","ASI","FILE","0","10871","366","174","1","1686239277948"
"192.168.0.200","EUR","FILE","2","7800","256","47","4","1686239277953"
"192.168.0.240","ASI","FILE","1","7051","239","97","3","1686239277957"
"192.168.0.190","EUR","FILE","0","10264","344","192","5","1686239277961"
"192.168.0.220","USA","FILE","1","6365","217","99","3","1686239277964"
"192.168.0.230","ASI","FILE","0","6723","213","167","3","1686239277969"
"192.168.0.180","USA","APP","1","10897","367","111","4","1686239277975"
"192.168.0.210","USA","index.html","0","7273","237","144","3","1686239277979"
"192.168.0.230","ASI","APP","0","6750","214","189","3","1686239277984"
"192.168.0.190","ASI","APP","1","10293","345","85","1","1686239277987"
"192.168.0.200","ASI","APP","1","7827","257","83","1","1686239277990"
"192.168.0.230","ASI","index.html","0","6766","215","163","1","1686239277994"
"192.168.0.180","ASI","FILE","2","10932","368","55","2","1686239278000"
"192.168.0.200","EUR","FILE","0","7863","258","192","4","1686239278003"
"192.168.0.230","USA","FILE","1","6807","216","79","4","1686239278006"
"192.168.0.190","EUR","FILE","0","10331","346","160","6","1686239278009"
"192.168.0.210","USA","index.html","0","7290","238","145","3","1686239278011"
"192.168.0.250","EUR","FILE","0","7762","258","178","6","1686239278017"
"192.168.0.190","USA","FILE","0","10367","347","109","3","1686239278020"
"192.168.0.210","EUR","FILE","0","7320","239","116","4","1686239278023"
"192.168.0.250","EUR","FILE","2","7801","259","46","7","1686239278025"
"192.168.0.190","USA","APP","2","10398","348","75","3","1686239278028"
"192.168.0.200","USA","index.html","0","7880","259","134","3","1686239278033"
"192.168.0.240","EUR","index.html","0","7071","240","102","6","1686239278037"
"192.168.0.180","ASI","FILE","2","10965","369","79","2","1686239278040"
"192.168.0.210","ASI","APP","1","7353","240","83","2","1686239278043"
"192.168.0.230","ASI","FILE","0","6849","217","176","3","1686239278049"
"192.168.0.190","EUR","FILE","0","10443","349","113","4","1686239278052"
"192.168.0.210","USA","FILE","1","7384","241","86","4","1686239278055"
"192.168.0.240","ASI","APP","1","7100","241","119","2","1686239278058"
"192.168.0.180","ASI","APP","2","11003","370","43","2","1686239278064"
"192.168.0.220","USA","APP","1","6392","218","114","4","1686239278067"
"192.168.0.230","ASI","FILE","1","6889","218","96","3","1686239278071"
"192.168.0.190","ASI","index.html","2","10464","350","70","1","1686239278074"
"192.168.0.220","USA","index.html","0","6411","219","107","3","1686239278078"
"192.168.0.250","ASI","index.html","2","7824","260","61","2","1686239278081"
"192.168.0.190","ASI","index.html","0","10481","351","152","2","1686239278085"
"192.168.0.200","ASI","FILE","0","7913","260","189","1","1686239278088"
"192.168.0.250","ASI","FILE","0","7853","261","179","2","1686239278092"
"192.168.0.190","USA","index.html","2","10505","352","57","4","1686239278095"
"192.168.0.200","EUR","FILE","0","7957","261","136","5","1686239278098"
"192.168.0.230","EUR","FILE","0","6919","219","153","5","1686239278101"
"192.168.0.190","USA","index.html","1","10527","353","76","3","1686239278104"
"192.168.0.200","ASI","APP","2","7988","262","72","2","1686239278109"
"192.168.0.250","EUR","index.html","0","7873","262","102","6","1686239278112"
"192.168.0.190","ASI","FILE","2","10572","354","78","3","1686239278115"
"192.168.0.220","EUR","index.html","0","6428","220","137","4","1686239278118"
"192.168.0.240","ASI","APP","2","7136","242","52","1","1686239278121"
"192.168.0.180","EUR","FILE","2","11047","371","79","4","1686239278127"
"192.168.0.220","ASI","APP","2","6461","221","54","3","1686239278131"
"192.168.0.250","ASI","APP","0","7903","263","177","3","1686239278133"
"192.168.0.180","ASI","FILE","1","11075","372","108","2","1686239278136"
"192.168.0.210","USA","index.html","1","7405","242","80","3","1686239278141"
"192.168.0.250","EUR","APP","1","7936","264","97","4","1686239278144"
"192.168.0.180","USA","APP","2","11118","373","42","4","1686239278147"
"192.168.0.220","USA","index.html","2","6485","222","57","3","1686239278150"
"192.168.0.250","EUR","APP","0","7963","265","110","4","1686239278153"
"192.168.0.190","ASI","index.html","2","10593","355","73","1","1686239278157"
"192.168.0.210","ASI","index.html","1","7423","243","112","3","1686239278161"
"192.168.0.230","ASI","FILE","0","6966","220","121","1","1686239278164"
"192.168.0.180","EUR","index.html","0","11135","374","143","5","1686239278167"
"192.168.0.200","USA","APP","0","8018","263","150","3","1686239278172"
"192.168.0.240","EUR","FILE","2","7191","243","42","7","1686239278176"
"192.168.0.180","USA","index.html","1","11154","375","101","4","1686239278179"
"192.168.0.220","EUR","FILE","1","6523","223","111","4","1686239278182"
"192.168.0.230","USA","index.html","1","6987","221","83","3","1686239278188"
"192.168.0.180","EUR","index.html","2","11176","376","66","7","1686239278191"
